run_id,run_start_date,unit_label,group_label,y_bin_observed,p_high,y_bin_pred,misclass_flag,near_boundary_flag,strong_contradiction_flag,mdistance_z,iso_anomaly_z,input_anomaly_score_z,confidence,contextual_anomaly_score
RUN_010,2025-02-02,GR04,group_3,1,0.7714,1,0,0,0,-0.6203862372321894,-1.2054388166148982,-0.9129125269235439,0.2714,-0.38860626346177196
RUN_069,2025-07-29,GR03,group_1,0,0.23106666666666667,0,0,0,0,-0.7971510419384089,-1.0370666909473025,-0.9171088664428557,0.26893333333333336,-0.3913210998880945
RUN_067,2025-07-23,GR01,group_3,0,0.21086666666666667,0,0,0,0,-0.773059002775484,-1.1955662260175794,-0.9843126143965317,0.28913333333333335,-0.4198729738649325
RUN_097,2025-10-21,GR01,group_2,0,0.25572222222222224,0,0,0,0,-0.7401887469448464,-1.2448075491117296,-0.992498148028288,0.24427777777777776,-0.4351796295696995
RUN_020,2025-03-04,GR02,group_1,1,0.8237666666666666,1,0,0,0,-0.851148591746793,-1.2524125885120918,-1.0517805901294424,0.32376666666666665,-0.4449486283980545
RUN_006,2025-01-21,GR06,group_3,1,0.8496666666666668,1,0,0,0,-0.8132025957624192,-1.3293054363776156,-1.0712540160700175,0.3496666666666668,-0.44821034136834204
RUN_041,2025-05-06,GR05,group_2,0,0.3170166666666667,0,0,0,0,-0.805263326558198,-1.2688711139821958,-1.037067220270197,0.18298333333333328,-0.47278777680176515
RUN_110,2025-11-29,GR02,group_2,1,0.8032000000000002,1,0,0,0,-0.8125139161136539,-1.400334344220579,-1.1064241301671163,0.30320000000000025,-0.47741206508355805
RUN_014,2025-02-14,GR02,group_1,1,0.8803,1,0,0,0,-0.9295515127615911,-1.5803276003289628,-1.254939556545277,0.38029999999999997,-0.5323947782726385
RUN_077,2025-08-22,GR05,group_3,0,0.23703333333333332,0,0,0,0,-0.848888654479777,-1.752257641578905,-1.300573148029341,0.2629666666666667,-0.5845449073480038
RUN_064,2025-07-14,GR04,group_3,0,0.12840000000000004,0,0,0,0,-0.9959448876773246,-1.9274896558707895,-1.461717271774057,0.37159999999999993,-0.6379586358870285
